# epoch recerr_sq kldiv unmix dataug lact_dec valid_recerr_sq valid_kldiv duration
27 1.3487431e+01 9.7542734e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.2217767e+01 9.5911570e+00 8.8993769e+00
28 1.3226203e+01 9.9555922e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.1974160e+01 9.7690287e+00 9.2347939e+00
29 1.2982169e+01 1.0205170e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.1752314e+01 1.0069336e+01 9.5675564e+00
30 1.2747649e+01 1.0482946e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.1537189e+01 1.0346477e+01 9.8759348e+00
31 1.2544819e+01 1.0874445e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.1326038e+01 1.0772273e+01 1.0107889e+01
32 1.2318155e+01 1.1257838e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.1117169e+01 1.1168216e+01 1.0358926e+01
33 1.2089642e+01 1.1578340e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.0884173e+01 1.1640470e+01 1.0599048e+01
34 1.1856062e+01 1.2208055e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.0642878e+01 1.2565759e+01 1.0840088e+01
35 1.1599741e+01 1.3153332e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.0381133e+01 1.3571785e+01 1.1080997e+01
36 1.1326254e+01 1.4310931e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.0075399e+01 1.5305365e+01 1.1320663e+01
37 1.1024524e+01 1.6268869e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 9.7537117e+00 1.7844666e+01 1.1572688e+01
38 1.0718171e+01 1.8743658e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 9.4757395e+00 2.0091551e+01 1.1831008e+01
39 1.0422691e+01 2.0801359e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 9.1660452e+00 2.1544981e+01 1.2114209e+01
40 1.0105781e+01 2.1985270e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 8.8674250e+00 2.2884731e+01 1.2355963e+01
41 9.8246698e+00 2.3846478e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 8.6558609e+00 2.5929462e+01 1.2642766e+01
42 9.5521374e+00 2.6770397e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 8.3784800e+00 2.9081144e+01 1.2906070e+01
43 9.2958193e+00 2.9881695e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 8.1763029e+00 3.2857117e+01 1.3154278e+01
44 9.0378971e+00 3.3011368e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 7.9763250e+00 3.5953011e+01 1.3404031e+01
45 8.7817097e+00 3.5130455e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 7.7459159e+00 3.7489605e+01 1.3669505e+01
46 8.5141811e+00 3.6276424e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 7.5680566e+00 4.0717690e+01 1.3970126e+01
47 8.2606440e+00 3.8728828e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 7.3497438e+00 4.2484230e+01 1.4240495e+01
48 8.0029860e+00 3.9758987e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 7.2181368e+00 4.5151634e+01 1.4474912e+01
49 7.7750764e+00 4.0968773e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.9350352e+00 4.6589630e+01 1.4718329e+01
50 7.5221496e+00 4.3208893e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.7818389e+00 5.0567245e+01 1.4968920e+01
51 7.2732615e+00 4.4675095e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.5719242e+00 5.1953747e+01 1.5212956e+01
52 7.0060225e+00 4.6365677e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.4453120e+00 5.6047115e+01 1.5459458e+01
53 6.7838502e+00 4.9923733e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.4506183e+00 6.3016541e+01 1.5708240e+01
54 6.5914397e+00 5.5292599e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.1465540e+00 6.9040039e+01 1.5960912e+01
55 6.3190179e+00 5.8835728e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.0233397e+00 7.3285423e+01 1.6216342e+01
56 6.1213202e+00 6.1515087e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.9385977e+00 7.8033180e+01 1.6498618e+01
57 5.9278545e+00 6.6388702e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.8093801e+00 8.4892052e+01 1.6747699e+01
58 5.7690959e+00 7.2856674e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.7397542e+00 9.4090187e+01 1.6991151e+01
59 5.5889101e+00 8.0153671e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.5836916e+00 1.0682330e+02 1.7234630e+01
60 5.4840655e+00 8.8289078e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.5049314e+00 1.1158780e+02 1.7491847e+01
61 5.3222675e+00 9.2061768e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.4113207e+00 1.1212691e+02 1.7740945e+01
62 5.1838546e+00 9.1681816e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.2916670e+00 1.2050816e+02 1.8057669e+01
63 4.9935112e+00 9.9533485e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.2854733e+00 1.2386749e+02 1.8299250e+01
64 4.8925195e+00 1.0363998e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.2146163e+00 1.4016985e+02 1.8543545e+01
65 4.9336543e+00 1.1407758e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.1216426e+00 1.3545940e+02 1.8786445e+01
66 4.7065525e+00 1.0844855e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.9896173e+00 1.3609904e+02 1.9033172e+01
67 4.6052184e+00 1.1566428e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.9703221e+00 1.5412231e+02 1.9276414e+01
68 4.4872098e+00 1.2628242e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.9205770e+00 1.6115614e+02 1.9523640e+01
69 4.3844619e+00 1.3074736e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.8872676e+00 1.6919594e+02 1.9767966e+01
70 4.2949982e+00 1.3549945e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.8059373e+00 1.7036024e+02 2.0012498e+01
71 4.1847129e+00 1.3647546e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.7400899e+00 1.7702464e+02 2.0253429e+01
72 4.1322541e+00 1.4778580e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.7305460e+00 1.8746523e+02 2.0507463e+01
73 4.0262952e+00 1.4745372e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.5070391e+00 1.8295317e+02 2.0752090e+01
74 3.9007361e+00 1.4782674e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.5822120e+00 1.8966772e+02 2.0996027e+01
75 3.8112552e+00 1.5472971e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.3951783e+00 1.9526915e+02 2.1242484e+01
76 3.7528822e+00 1.6007278e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.4821105e+00 2.0355338e+02 2.1486859e+01
77 3.6866128e+00 1.6592825e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.2511659e+00 2.1313136e+02 2.1760622e+01
78 3.6741011e+00 1.7145294e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.3407750e+00 2.1460670e+02 2.2003758e+01
79 3.5739341e+00 1.7165419e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.1500325e+00 2.1738933e+02 2.2245250e+01
80 3.4523938e+00 1.7966739e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.0043359e+00 2.3325737e+02 2.2485846e+01
81 3.3780212e+00 1.9035484e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.0429296e+00 2.3952444e+02 2.2725643e+01
82 3.3692822e+00 1.9451987e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.9518540e+00 2.5014760e+02 2.2966288e+01
83 3.2538998e+00 1.9923679e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.9117022e+00 2.5705743e+02 2.3206689e+01
84 3.1895068e+00 2.0975542e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.7717760e+00 2.6692850e+02 2.3454141e+01
85 3.1491406e+00 2.1579695e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.7808142e+00 2.7149097e+02 2.3693910e+01
86 3.1775069e+00 2.2036188e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.8551908e+00 2.7744046e+02 2.3939526e+01
87 3.0763478e+00 2.2011812e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.8489819e+00 2.7121918e+02 2.4204103e+01
88 3.0444694e+00 2.2004289e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.6629026e+00 2.6612103e+02 2.4458921e+01
89 3.0305924e+00 2.1189322e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.6450524e+00 2.5532118e+02 2.4709592e+01
90 2.9715343e+00 2.1021646e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.6940179e+00 2.5810114e+02 2.4957002e+01
91 2.9166319e+00 2.0765738e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.7063603e+00 2.5962659e+02 2.5205004e+01
92 2.8805306e+00 2.0950632e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.6215971e+00 2.6473718e+02 2.5445332e+01
93 2.9515073e+00 2.1220825e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.5722883e+00 2.5228871e+02 2.5691342e+01
94 2.9136257e+00 1.9868600e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.3436852e+00 2.3959035e+02 2.5946371e+01
95 2.8924742e+00 1.9273122e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.3803430e+00 2.3334077e+02 2.6197478e+01
96 2.8201919e+00 1.9135300e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.4048705e+00 2.3430664e+02 2.6440535e+01
97 2.8317535e+00 1.8799255e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.7175868e+00 2.1815822e+02 2.6682012e+01
98 2.7078218e+00 1.7305528e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.4643540e+00 2.0398009e+02 2.6928379e+01
99 2.6403451e+00 1.6990744e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.3683004e+00 2.1088409e+02 2.7175421e+01
100 2.6379948e+00 1.7654178e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.4840002e+00 2.1880431e+02 2.7419149e+01
101 2.5808601e+00 1.8258997e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.3234692e+00 2.1412225e+02 2.7663512e+01
102 2.4847326e+00 1.7971245e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.1038184e+00 2.2372528e+02 2.7901093e+01
103 2.4953816e+00 1.8451933e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.1505878e+00 2.2528992e+02 2.8141644e+01
104 2.4104204e+00 1.8878583e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.2035916e+00 2.2768279e+02 2.8379120e+01
105 2.3598018e+00 1.9000632e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.1182821e+00 2.3524237e+02 2.8622989e+01
106 2.3676405e+00 2.0068962e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.1691816e+00 2.4733406e+02 2.8866049e+01
107 2.3485811e+00 2.0781015e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.1125009e+00 2.4751685e+02 2.9106489e+01
108 2.3321152e+00 2.0456078e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.9956739e+00 2.4209056e+02 2.9347111e+01
109 2.3206360e+00 1.9831013e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.0467305e+00 2.3042697e+02 2.9586954e+01
110 2.3198030e+00 1.8993617e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.9649765e+00 2.2587828e+02 2.9852090e+01
111 2.2547152e+00 1.7642448e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.8728144e+00 2.1215755e+02 3.0102135e+01
112 2.2933528e+00 1.6762404e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.0001240e+00 2.0316951e+02 3.0344447e+01
113 2.2500741e+00 1.6204985e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.6717846e+00 2.0923531e+02 3.0593791e+01
114 2.0949209e+00 1.6613133e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.7885330e+00 2.0514047e+02 3.0835257e+01
115 2.1704524e+00 1.6245734e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.6673315e+00 1.9409563e+02 3.1082483e+01
116 2.1141474e+00 1.5205075e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.6569946e+00 1.8231516e+02 3.1331966e+01
117 2.1762247e+00 1.5454161e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.3391364e+00 1.9866953e+02 3.1574445e+01
118 2.1779971e+00 1.7797450e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.4922037e+00 2.4078462e+02 3.1859062e+01
119 2.4655726e+00 2.2702805e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.3827257e+00 3.0957104e+02 3.2128186e+01
120 2.4696629e+00 2.8211798e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.4355493e+00 3.4492975e+02 3.2460061e+01
121 2.3701031e+00 3.0179947e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.4918146e+00 3.4484424e+02 3.2892895e+01
122 2.2076206e+00 2.9886942e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.2010167e+00 3.5054913e+02 3.3235330e+01
123 2.1740589e+00 3.0124966e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.5737588e+00 3.5745465e+02 3.3510310e+01
124 2.0716355e+00 2.9161288e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.5293126e+00 3.5986932e+02 3.3792225e+01
125 2.0374584e+00 2.9423676e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.7232032e+00 3.9173706e+02 3.4058053e+01
126 2.2316763e+00 3.1654971e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.5840318e+00 3.9717050e+02 3.4341820e+01
127 2.0967252e+00 3.0115723e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.3630722e+00 3.7569937e+02 3.4585797e+01
128 2.0454893e+00 2.8710593e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.3285127e+00 3.6964771e+02 3.4832720e+01
129 2.0050340e+00 2.9601974e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.3427927e+00 3.8817804e+02 3.5070493e+01
130 2.1446965e+00 3.0580737e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.2314274e+00 3.7203036e+02 3.5325386e+01
131 2.0236709e+00 2.8984937e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.2164786e+00 3.6236319e+02 3.5572517e+01
132 1.9828552e+00 2.9644757e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.1846685e+00 3.7662137e+02 3.5821470e+01
133 1.9141877e+00 3.0469638e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.1002944e+00 3.6633276e+02 3.6066270e+01
134 1.8533583e+00 2.9311581e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.0335565e+00 3.5909943e+02 3.6317426e+01
135 1.8416108e+00 2.9530621e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.2231920e+00 3.6563864e+02 3.6561041e+01
136 1.8063382e+00 2.9320480e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.2597954e+00 3.2819217e+02 3.6805704e+01
137 1.7255943e+00 2.6087802e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.1431828e+00 2.9754776e+02 3.7045404e+01
138 1.6905127e+00 2.4095131e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.1943557e+00 2.8324799e+02 3.7289340e+01
139 1.6793106e+00 2.3594868e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.1147981e+00 2.7943649e+02 3.7532768e+01
140 1.6565562e+00 2.3474211e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.1159017e+00 2.7807828e+02 3.7779516e+01
141 1.6579266e+00 2.3208293e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.1025975e+00 2.7689145e+02 3.8020378e+01
142 1.6547041e+00 2.3631665e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.0862842e+00 2.8553488e+02 3.8269709e+01
143 1.6244715e+00 2.3770560e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.1123223e+00 2.8116425e+02 3.8521003e+01
144 1.6301745e+00 2.3300543e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.0205290e+00 2.7546338e+02 3.8798538e+01
145 1.5963975e+00 2.3305009e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.0339518e+00 2.7930963e+02 3.9047355e+01
146 1.6005528e+00 2.3792004e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.0147743e+00 2.8248325e+02 3.9311542e+01
147 1.5794224e+00 2.3624347e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.9794836e+00 2.7910956e+02 3.9563640e+01
148 1.5977029e+00 2.3285791e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.9666246e+00 2.7464084e+02 3.9807679e+01
149 1.5869427e+00 2.3240276e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.0299244e+00 2.7834360e+02 4.0053604e+01
150 1.5617392e+00 2.3599725e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.0208185e+00 2.8192468e+02 4.0298420e+01
151 1.5550088e+00 2.3975262e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.0391836e+00 2.7854843e+02 4.0545105e+01
152 1.5553792e+00 2.3221817e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.9335369e+00 2.7143332e+02 4.0791702e+01
153 1.5473584e+00 2.3086089e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.0185428e+00 2.7542664e+02 4.1035032e+01
154 1.5304044e+00 2.3358417e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.0374856e+00 2.7423975e+02 4.1280618e+01
155 1.5200700e+00 2.3349785e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.9994808e+00 2.7276291e+02 4.1525494e+01
156 1.5365480e+00 2.2979518e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.1007118e+00 2.6562863e+02 4.1792998e+01
157 1.5660255e+00 2.2442036e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.0779159e+00 2.5689883e+02 4.2049778e+01
158 1.5486977e+00 2.1714024e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.0009127e+00 2.4720584e+02 4.2311786e+01
159 1.5120702e+00 2.1050558e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.0165517e+00 2.4316779e+02 4.2555441e+01
160 1.5076901e+00 2.0619676e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.0390396e+00 2.3835884e+02 4.2802030e+01
161 1.4965816e+00 2.0314832e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.9842025e+00 2.3304263e+02 4.3044656e+01
162 1.4778563e+00 2.0187503e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.0014501e+00 2.3250320e+02 4.3288268e+01
163 1.4680077e+00 2.0076816e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.9817715e+00 2.3213528e+02 4.3536318e+01
164 1.4579852e+00 2.0228555e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.9877810e+00 2.3381177e+02 4.3789472e+01
165 1.4485949e+00 2.0171375e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.9471920e+00 2.3238878e+02 4.4035026e+01
166 1.4390256e+00 2.0038644e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.9587080e+00 2.3000806e+02 4.4277482e+01
167 1.4416214e+00 2.0028665e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.9430413e+00 2.2948596e+02 4.4516789e+01
168 1.4334086e+00 1.9859019e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.9139143e+00 2.2957440e+02 4.4760422e+01
169 1.4288015e+00 2.0119542e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.8970004e+00 2.3155400e+02 4.5005888e+01
170 1.4345943e+00 2.0205534e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.8928782e+00 2.2953358e+02 4.5250347e+01
171 1.4271115e+00 1.9813072e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.8945596e+00 2.2916336e+02 4.5497456e+01
172 1.4191147e+00 2.0049535e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.9054409e+00 2.3283356e+02 4.5736791e+01
173 1.4151218e+00 2.0369386e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.9319633e+00 2.3152078e+02 4.5982954e+01
174 1.3974389e+00 2.0040247e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.8921133e+00 2.2766803e+02 4.6233303e+01
175 1.3875127e+00 2.0007086e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.9095683e+00 2.3050638e+02 4.6475346e+01
176 1.3766453e+00 2.0202075e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.9070334e+00 2.2926649e+02 4.6715447e+01
177 1.3652791e+00 2.0028960e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.8911337e+00 2.2826003e+02 4.6957739e+01
178 1.3613579e+00 2.0139313e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.8866167e+00 2.3007709e+02 4.7201405e+01
179 1.3651149e+00 2.0144637e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.8897535e+00 2.2753801e+02 4.7438696e+01
180 1.3447412e+00 1.9997862e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.8567164e+00 2.2941899e+02 4.7678242e+01
181 1.3375729e+00 2.0250507e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.8486747e+00 2.3106163e+02 4.7941570e+01
182 1.3276430e+00 2.0308902e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.8541989e+00 2.2965396e+02 4.8182163e+01
183 1.3214102e+00 2.0167775e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.8621027e+00 2.2918544e+02 4.8422979e+01
184 1.3155531e+00 2.0345738e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.8197505e+00 2.3217783e+02 4.8664166e+01
185 1.3097057e+00 2.0340024e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.8248035e+00 2.2948399e+02 4.8910980e+01
186 1.3052821e+00 2.0279727e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.8348413e+00 2.3082193e+02 4.9152044e+01
187 1.2970232e+00 2.0410809e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.8102015e+00 2.3300702e+02 4.9392111e+01
188 1.2953908e+00 2.0578226e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.8000747e+00 2.3042665e+02 4.9631058e+01
