0.37686000000000003,-0.0
0.38187,-0.0
0.38688,-0.0
0.39188999999999996,-0.0
0.39688999999999997,-0.0
0.4019,-0.0
0.40691000000000005,-0.0
0.41192,-0.0
0.41693,-0.0
0.42194,-0.0
0.42695,-0.0
0.43195999999999996,-0.0
0.43695999999999996,-0.0
0.44197000000000003,-0.0
0.44698000000000004,-0.0
0.45199,-0.0
0.457,-0.0
0.46201,-0.0
0.46702,-0.0
0.47202,-0.0
0.47702999999999995,-0.0
0.48204,-0.0
0.48705000000000004,-0.0
0.49206,-0.0
0.49707,-0.0
0.50208,-0.0
0.5070899999999999,-0.0
0.51209,-0.0
0.5171,-0.0
0.52211,-0.0
0.52712,-0.0
0.53213,-0.0
0.53714,-0.0
0.54215,-0.0
0.54715,-0.0
0.55216,-0.0
0.5571699999999999,-0.0
0.5621799999999999,-0.0
0.5671900000000001,-0.0
0.5722,-0.0
0.57721,-0.0
0.5822200000000001,-0.0
0.5872200000000001,-0.0
0.59223,-0.0
0.59724,-0.0
0.60225,-0.0
0.60726,-0.0
0.61227,-0.0
0.6172799999999999,-0.0
0.6222799999999999,-0.0
0.62729,-0.0
0.6323,-0.0
0.6373099999999999,-0.0
0.64232,-0.0
0.6473300000000001,-0.0
0.65234,-0.0
0.65735,-0.0
0.66235,-0.0
0.6673600000000001,-0.0
0.67237,-0.0
0.67738,-0.0
0.6823899999999999,-0.0
0.6874,-0.0
0.69241,-0.0
0.69741,-0.0
0.7024199999999999,-0.0
0.70743,-0.0
0.7124400000000001,-0.0
0.71745,-0.0
0.72246,-0.0
0.7274700000000001,-0.0
0.73248,-0.0
0.73748,-0.0
0.74249,-0.0
0.7475,-0.0
0.75251,-0.0
0.75752,-0.0
0.7625299999999999,-0.0
0.76754,-0.0
0.77254,-0.0
0.77755,-0.0
0.7825599999999999,-0.0
0.7875700000000001,-0.0
0.7925800000000001,-0.0
0.79759,-0.0
0.8026,-0.0
0.80761,-0.0
0.81261,-0.0
0.81762,-0.0
0.82263,-0.0
0.8276399999999999,-0.0
0.83265,-0.0
0.83766,-0.0
0.8426699999999999,-0.0
0.8476699999999999,-0.0
0.85268,-0.0
0.8576900000000001,-0.0
0.8627,-0.0
0.86771,-0.0
0.87272,-0.0
0.87773,-0.0
0.88274,3.9576929990000004e-07
0.88774,5.794201978e-07
0.89275,4.818816204e-07
0.89776,3.409858327e-07
